Revision	EventDate-Long	Total TD Mapped To Methods	TDdensity	Contribution of NEW	Contribution of DELETED	Contribution of MODIFIED	Has Refactorings
01c45d7ae601963068ebfc225a5947fc69eac67a	1480557753000	16162	0.368759697	-5.147088083E-05		-0.02594562457	Yes, Refactoring Type: [EXTRACT_OPERATION], Involved Classes After: [[(python/src/test/java/org/apache/zeppelin/python/PythonCondaInterpreterTest.java,org.apache.zeppelin.python.PythonCondaInterpreterTest)]]
2cccfb926671549fc5337a3335b3ef9264d40f75	1480557925000	16162	0.3687176328			-4.206416364E-05	No
29b7436091c52975e9b3bbd28868f379b55eaa63	1480602285000	16192	0.3693346411			0.0006170082557	No
13d77e07f834ff375941841e5b2e8cc344702749	1480643817000	16192	0.3693346411			0	No
0d65dabf30f9761530f33234646e602b1c15dca3	1480741974000	16192	0.3693093696			-2.527150632E-05	No
da1e8763e03915b5358e122a2bdd5805b5c2510b	1480779758000	16200	0.3694665542			0.0001571845712	No
2cc4811f2f07635308cbc1932eb65bf8da0e3971	1480780026000	16200	0.3693823107	-5.055068809E-05		-3.369277456E-05	Yes, Refactoring Type: [CHANGE_RETURN_TYPE], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)]]
fd7a3f8955bb17885790dbc69579c87ef75cb685	1480956637000	16247	0.3667328789	-0.002682540909		3.310909393E-05	No
ba87ad33439e53c14741b2c23e9dc2b7a3813b2a	1481115769000	16247	0.366583935			-0.0001489438587	No
04c62e41fdf15f4a6b556a49ef57c4f81776d2c4	1481480650000	15964	0.3591855102	-0.0009153081832	0.0009186678519	-0.007401784506	Yes, Refactoring Type: [RENAME_CLASS, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, RENAME_ATTRIBUTE, CHANGE_ATTRIBUTE_TYPE, RENAME_METHOD, EXTRACT_SUPERCLASS, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, RENAME_PARAMETER, RENAME_PARAMETER, RENAME_PARAMETER, RENAME_PARAMETER, RENAME_PARAMETER, RENAME_PARAMETER, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, EXTRACT_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_OPERATION, PULL_UP_ATTRIBUTE, PULL_UP_ATTRIBUTE], Involved Classes After: [[(livy/src/test/java/org/apache/zeppelin/livy/LivyInterpreterIT.java,org.apache.zeppelin.livy.LivyInterpreterIT)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyHelper.java,org.apache.zeppelin.livy.LivyHelper)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkSQLInterpreter.java,org.apache.zeppelin.livy.LivySparkSQLInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkSQLInterpreter.java,org.apache.zeppelin.livy.LivySparkSQLInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkSQLInterpreter.java,org.apache.zeppelin.livy.LivySparkSQLInterpreter)], [(livy/src/test/java/org/apache/zeppelin/livy/LivyInterpreterIT.java,org.apache.zeppelin.livy.LivyInterpreterIT)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)]]
75441540fde1565570828403171d530a2abc6e2a	1481687832000	15972	0.3602815122	1.486759316E-05		0.001081134452	Yes, Refactoring Type: [EXTRACT_OPERATION, RENAME_METHOD], Involved Classes After: [[(kylin/src/main/java/org/apache/zeppelin/kylin/KylinInterpreter.java,org.apache.zeppelin.kylin.KylinInterpreter)], [(kylin/src/test/java/KylinInterpreterTest.java,KylinInterpreterTest)]]
6177c819b1edb76cfaa8f6249dc9041771ce6da9	1481766905000	15996	0.3605219861	0.0002892336659		-4.875982049E-05	No
c6c67d7b112eceb36846e03207cb9c37519f1730	1481770359000	15976	0.360428652		4.063226784E-05	-0.0001339663369	No
28cb56efa285f63b29dd169b7740330277470168	1481770456000	15973	0.3594607976	0.001380732492	-0.001504159114	-0.0008444278284	Yes, Refactoring Type: [REMOVE_PARAMETER, EXTRACT_OPERATION, EXTRACT_OPERATION], Involved Classes After: [[(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)], [(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)], [(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)]]
c2e1a5a3701d486e93950d3e0448ddea16b18db3	1481770531000	15973	0.3602959421	-8.08922289E-06		0.0008432337461	No
76d77c5b354bb05013a3191e100f062f4de65ce4	1481770618000	15983	0.3604076939	-8.126853929E-06		0.000119878648	No
2fe5a00857bd06a2d6c7691f245e4c0c00b3b051	1481770682000	15997	0.3601143578	-0.0005049101525		0.0002115740344	No
e230af9cfd9d252696b8014c8a3e32b25158dde1	1482169333000	15997	0.3599280009			-0.0001863568507	No
9f32ecea9f77cbbe38ea35ff7c9a3cef8e3d19ec	1482169603000	15977	0.3595993698	-0.0001133402014	0.000137723418	-0.0003530143214	Yes, Refactoring Type: [CHANGE_ATTRIBUTE_TYPE, ADD_ATTRIBUTE_ANNOTATION, CHANGE_ATTRIBUTE_TYPE, ADD_ATTRIBUTE_ANNOTATION, CHANGE_ATTRIBUTE_TYPE, ADD_ATTRIBUTE_ANNOTATION, ADD_PARAMETER, EXTRACT_OPERATION], Involved Classes After: [[(spark/src/test/java/org/apache/zeppelin/spark/PySparkInterpreterMatplotlibTest.java,org.apache.zeppelin.spark.PySparkInterpreterMatplotlibTest)], [(spark/src/test/java/org/apache/zeppelin/spark/PySparkInterpreterMatplotlibTest.java,org.apache.zeppelin.spark.PySparkInterpreterMatplotlibTest)], [(spark/src/test/java/org/apache/zeppelin/spark/PySparkInterpreterTest.java,org.apache.zeppelin.spark.PySparkInterpreterTest)], [(spark/src/test/java/org/apache/zeppelin/spark/PySparkInterpreterTest.java,org.apache.zeppelin.spark.PySparkInterpreterTest)], [(spark/src/test/java/org/apache/zeppelin/spark/SparkInterpreterTest.java,org.apache.zeppelin.spark.SparkInterpreterTest)], [(spark/src/test/java/org/apache/zeppelin/spark/SparkInterpreterTest.java,org.apache.zeppelin.spark.SparkInterpreterTest)], [(spark/src/test/java/org/apache/zeppelin/spark/SparkInterpreterTest.java,org.apache.zeppelin.spark.SparkInterpreterTest)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/dep/Booter.java,org.apache.zeppelin.dep.Booter)]]
e19e47c8c54b05a2bedf0bee84538123ac566e2e	1482170498000	15977	0.3597532143	-0.0001051862342			No
44c800f0921efad254dc92a4ca1fc6c9f1dac3ee	1482170658000	15977	0.3597532143			0	No
cb7d82d785afd874c2b5acca763a668896099de0	1482287123000	15984	0.3598946254			0.0001414111537	No
7f15b7b16413d91c91d215a677bcedbcddc9e7ce	1482420753000	15984	0.3598946254				No
125a42ca1f8194c4b3872230e58cbdb6ff35597d	1482425076000	15640	0.3502956459	0.0009137356742	-0.008149054593	-0.002363660588	Yes, Refactoring Type: [REPLACE_VARIABLE_WITH_ATTRIBUTE, EXTRACT_CLASS, MOVE_ATTRIBUTE, MOVE_ATTRIBUTE, MOVE_ATTRIBUTE, MOVE_OPERATION, REMOVE_PARAMETER, MOVE_AND_RENAME_OPERATION, MOVE_OPERATION], Involved Classes After: [[(livy/src/main/java/org/apache/zeppelin/livy/LivySparkSQLInterpreter.java,org.apache.zeppelin.livy.LivySparkSQLInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter.SessionInfo)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter.SessionInfo)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter.SessionInfo)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)], [(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter)]]
b2d4c36ddafa436ff42f4d137ae4e468fbde8f7e	1482515251000	15640	0.3528801245			0.002584478604	No
4b5bee4431ad1c935bc6ad1c75fe421950269c9f	1482591413000	15620	0.3524288712			-0.0004512533562	No
e673949c61f4f4c65289ca2d6fc426fb4e90a8b2	1482600449000	15635	0.3520682744	8.684499512E-05		-0.000447441736	No
895d92199c4c1a41c684e59a4f4c32ce81204a01	1482609832000	15640	0.3518085298	-0.0001188777264	7.928037166E-06	-0.0001487949774	Yes, Refactoring Type: [PUSH_DOWN_ATTRIBUTE, PUSH_DOWN_ATTRIBUTE, PUSH_DOWN_ATTRIBUTE, PUSH_DOWN_ATTRIBUTE, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION, ADD_METHOD_ANNOTATION, PUSH_DOWN_OPERATION], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer.InterpretJob)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/scheduler/SleepingJob.java,org.apache.zeppelin.scheduler.SleepingJob)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer.InterpretJob)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer.InterpretJob)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/scheduler/SleepingJob.java,org.apache.zeppelin.scheduler.SleepingJob)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/scheduler/SleepingJob.java,org.apache.zeppelin.scheduler.SleepingJob)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer.InterpretJob)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer.InterpretJob)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/scheduler/SleepingJob.java,org.apache.zeppelin.scheduler.SleepingJob)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/scheduler/SleepingJob.java,org.apache.zeppelin.scheduler.SleepingJob)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)]]
91ce62fa9da673f4fe9f63dd477402ecd7f4d1ea	1482801456000	15640	0.3515159688			-0.0002925609782	No
71f5cc000db09236dab9ad682787347b00580661	1482806217000	15600	0.3506484749			-0.0008674939002	No
93c2dae9e2242168f10aa0daa80d91c06962fa6e	1482828770000	15600	0.350616951			-3.152392286E-05	No
16ca1d1fb93982e141b15c569f925a29a396b871	1482852548000	15600	0.3505933118			-2.363922269E-05	No
14a38b79059ef6b80e832ca4070ee02becee1b98	1482894881000	15605	0.350343496	-0.0003834776059	0.0007501264525	-0.0006164645787	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER, ADD_PARAMETER, REMOVE_METHOD_ANNOTATION, MOVE_AND_RENAME_OPERATION], Involved Classes After: [[(zeppelin-server/src/test/java/org/apache/zeppelin/rest/NotebookSecurityRestApiTest.java,org.apache.zeppelin.rest.NotebookSecurityRestApiTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/NotebookSecurityRestApiTest.java,org.apache.zeppelin.rest.NotebookSecurityRestApiTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/NotebookSecurityRestApiTest.java,org.apache.zeppelin.rest.NotebookSecurityRestApiTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/NotebookSecurityRestApiTest.java,org.apache.zeppelin.rest.NotebookSecurityRestApiTest)], [(zeppelin-server/src/test/java/org/apache/zeppelin/rest/NotebookSecurityRestApiTest.java,org.apache.zeppelin.rest.NotebookSecurityRestApiTest)]]
2321cde58cac43a16d12eb34b8e1e32e81606774	1482904508000	15606	0.3511148109			0.0007713148722	No
9e75f5b50ac1573d423fa937b801df77d6a36f3c	1482904779000	15606	0.3511069114			-7.899451289E-06	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Note.java,org.apache.zeppelin.notebook.Note)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Note.java,org.apache.zeppelin.notebook.Note)]]
e3cc8ea1bebbfbac4126994df9e3bd23213ee78c	1483024154000	15606	0.3511069114			0	No
505686eaf3a6a660d7b8016f224af1f500b6a848	1483108207000	15606	0.3510990124			-7.89909585E-06	No
989a73f20010c64d76b8e1ac8102c7cf24b66abb	1483112841000	15636	0.3516236395			0.0005246271198	No
1980240feccc128ff18a58db86467a545d74ae41	1483259145000	15649	0.350945258	-0.0007590376813		8.065622195E-05	Yes, Refactoring Type: [EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Folder.java,org.apache.zeppelin.notebook.Folder)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Folder.java,org.apache.zeppelin.notebook.Folder)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Folder.java,org.apache.zeppelin.notebook.Folder)]]
355387a72741c657960293dddebd1157f382ba3c	1483388888000	15662	0.3509141423			-3.111569229E-05	Yes, Refactoring Type: [CHANGE_ATTRIBUTE_TYPE], Involved Classes After: [[(livy/src/main/java/org/apache/zeppelin/livy/BaseLivyInterprereter.java,org.apache.zeppelin.livy.BaseLivyInterprereter.StatementInfo.StatementOutput.Data)]]
f83d012a20ff011d93a61092e46ed2321b50d395	1483427023000	15667	0.3510025765			8.843413404E-05	No
c2a91e96c72aad020435dfd986b6888c73a4d029	1483500230000	15667	0.3510025765				No
a5b437d7fe5adcdb4546b91af5f77b0252d2fd64	1483509249000	15667	0.3509868495	-1.57269788E-05			No
2b1c6ea3f13a998ef5cd405189e3198e811226c4	1483545751000	15667	0.3509868495			0	No
ed534972989b1ad0f6c07d25743c4c3d42ea237b	1483585345000	15707	0.3513713033	-0.0002435880795	-0.0003145052344	0.0009425471366	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER, ADD_PARAMETER, EXTRACT_VARIABLE, ADD_PARAMETER, ADD_PARAMETER], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,org.apache.zeppelin.interpreter.InterpreterFactory)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,org.apache.zeppelin.interpreter.InterpreterFactory)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,org.apache.zeppelin.interpreter.InterpreterFactory)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,org.apache.zeppelin.interpreter.InterpreterFactory)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterSetting.java,org.apache.zeppelin.interpreter.InterpreterSetting)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterSetting.java,org.apache.zeppelin.interpreter.InterpreterSetting)]]
18fd5481aa6de3d7075968bc4c981a9bcb3407dd	1483585469000	15707	0.351473517	0.0001529301127		-5.071643727E-05	No
1e7c0537390f8630788db2006a5bafe359ef5a15	1483598783000	15709	0.3509763618	-0.0004947897651		-2.365439994E-06	Yes, Refactoring Type: [ADD_PARAMETER, REMOVE_METHOD_ANNOTATION, RENAME_METHOD], Involved Classes After: [[(pig/src/test/java/org/apache/zeppelin/pig/PigInterpreterTest.java,org.apache.zeppelin.pig.PigInterpreterTest)], [(pig/src/test/java/org/apache/zeppelin/pig/PigInterpreterTest.java,org.apache.zeppelin.pig.PigInterpreterTest)], [(pig/src/test/java/org/apache/zeppelin/pig/PigInterpreterTest.java,org.apache.zeppelin.pig.PigInterpreterTest)]]
334dba5978ccd925417fb70ab36fc126760149db	1483668379000	15709	0.3509293182			-4.70435656E-05	No
13168e6689f195631dba1825e2c04582c7480b9b	1483769731000	15709	0.3509293182			0	No
a6d01aaf36270b571b3b1cd0d4454375972b1cfd	1483813869000	15712	0.3509571355			2.781731575E-05	No
0f6571452fff5ea889b96cfdb885774f8af560b0	1483814043000	15712	0.350964975			7.839464249E-06	No
e7484fcda4eecaee26bc86cf84b2b0bc00a81403	1483854093000	15712	0.350964975			0	Yes, Refactoring Type: [RENAME_METHOD], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterSetting.java,org.apache.zeppelin.interpreter.InterpreterSetting)]]
ae12ba31afc610c3927338d7380eec2d3e37aba6	1483873314000	15712	0.350964975			0	No
7764465b123d2a56c96f9b170b42487392e2dd45	1483873810000	15712	0.350964975				No
0ad9f258e03e8d982789aaff95d42d9652d4ab9b	1483881988000	15751	0.3518518519			0.0008868768697	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreter.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreter)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,org.apache.zeppelin.interpreter.InterpreterFactory)]]
3a12f3032666334cba931ab152b60b969c8f3541	1483883665000	15751	0.3518125572	-2.357782295E-05		-1.571679319E-05	Yes, Refactoring Type: [CHANGE_ATTRIBUTE_TYPE], Involved Classes After: [[(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)]]
2c6f14aa0483488577501736db5543f822687706	1484018853000	15779	0.35199768	2.235631699E-05		0.000162766417	No
a89cb1047059a3eb01a9f2b9f5caae4aee6835a1	1484073224000	15801	0.3518840192	-0.0003574046974	0.0001304072082	0.0001133367606	Yes, Refactoring Type: [EXTRACT_OPERATION, EXTRACT_OPERATION], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)]]
31085cc03ee0595ab4ee05195bc477be3b6a2a88	1484073355000	15801	0.3521428094	-7.836187935E-06		0.0002666263338	No
