Revision	EventDate-Long	Total TD Mapped To Methods	TDdensity	Contribution of NEW	Contribution of DELETED	Contribution of MODIFIED	Has Refactorings
486ed2375ffc0d2986d43d54e62370e823d390d5	1465276585000	12020	0.3652940283				No
de5f55a3c6460a7941baa14fa10b8fc7c5da76e4	1465276696000	12087	0.365995458	0.0007014297232			No
901102a728147a89e9d133667b0136e740a8fe1c	1465308168000	12087	0.3659178978	-7.75601903E-05		0	No
e5c5cc2b82276e78935d627e73d900eff0e2501c	1465368663000	12086	0.3658433224			-7.457535995E-05	No
164bcd36a1e73f074d820014dc0341414fc09967	1465478553000	12086	0.3658433224			0	No
43baa0af4958341d74014da25b6d10f176233879	1465479970000	11977	0.3625438915		0.0003809926324		No
96dbc6656be6df5a19fd01af6b147327702e4392	1465488709000	11977	0.3661011768	-0.0004493847553	0.0001097752957	0.003896894778	No
68b9b00fcd81b254ba56affeac5e0f2e2e2e509c	1465608806000	11972	0.3657359321	-0.0001566016828		-0.000208643089	Yes, Refactoring Type: [RENAME_VARIABLE], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreter.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreter)]]
c9e3a6a43d15d7c084a1f9fe0330e01cd802f194	1465781426000	12028	0.3667520429	0.0002755439518		0.0007405669218	Yes, Refactoring Type: [EXTRACT_ATTRIBUTE], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterProcess.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterProcess)]]
ccd8a49acc90cf9134cca23ade8cc73e20e459e3	1465789411000	12091	0.3669053833	0.001066492231		-0.0009131519019	No
873fa8650072ae05ceb58d39b11e30aabc1248c5	1465798234000	12091	0.3669053833			0	Yes, Refactoring Type: [RENAME_VARIABLE], Involved Classes After: [[(zeppelin-interpreter/src/main/java/org/apache/zeppelin/dep/DependencyContext.java,org.apache.zeppelin.dep.DependencyContext)]]
7e1ad5b14ac46f8624da23a9a5a8345e025e96fd	1465809059000	12009	0.3644170662		0.006845822739		No
c5a7c77a0b96a33e8a48cb3c200e4b71166c9765	1465826507000	12009	0.3737628385			0.009345772255	No
bda1cc561ca52de90287922b92f3a443187a0fec	1465868074000	12009	0.3734490158	-0.0002789795398		-3.484316251E-05	No
1587b8686b66f07aa3234625712af1d1e40e92d5	1465942064000	12009	0.3734490158				No
a4f19148aae1398f0d2c18ee4eb0004d8f2a4ac4	1465973806000	12009	0.3734025683			-4.64474383E-05	No
1bc3e9c811473db01e279cf5f3ff9331706168a5	1465979595000	12009	0.3731125334	-0.0002552545289		-3.47803996E-05	No
020e0e7f815bcbb49a8539e9d7ca4d104916b343	1465985023000	12009	0.3730661696	-8.112905706E-05		3.476527533E-05	No
cfe677b827249171c3fcebca25cc215a50ec06fa	1465988955000	12069	0.3735491659	0.0005639461644		-8.094991521E-05	No
ca27bf5c11ad29070eb392f04ea4867d992313fa	1466056567000	12067	0.3728871172	-0.000378886082		-0.0002831625761	Yes, Refactoring Type: [EXTRACT_VARIABLE], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Note.java,org.apache.zeppelin.notebook.Note)]]
048e432a615d091b734cddc8a8a81ed2fa5c1f78	1466081489000	12067	0.3728871172			0	No
7b00dffd9800e06d6eb80c1c06db6085b5b529be	1466089567000	12108	0.4008740564	-0.002733742976	0	0.03072068218	Yes, Refactoring Type: [CHANGE_RETURN_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, CHANGE_RETURN_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, MODIFY_CLASS_ANNOTATION, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE], Involved Classes After: [[(alluxio/src/main/java/org/apache/zeppelin/alluxio/AlluxioInterpreter.java,org.apache.zeppelin.alluxio.AlluxioInterpreter)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(alluxio/src/test/java/org/apache/zeppelin/alluxio/AlluxioInterpreterTest.java,org.apache.zeppelin.alluxio.AlluxioInterpreterTest)], [(angular/src/main/java/org/apache/zeppelin/angular/AngularInterpreter.java,org.apache.zeppelin.angular.AngularInterpreter)], [(cassandra/src/main/java/org/apache/zeppelin/cassandra/CassandraInterpreter.java,org.apache.zeppelin.cassandra.CassandraInterpreter)], [(cassandra/src/main/java/org/apache/zeppelin/cassandra/CassandraInterpreter.java,org.apache.zeppelin.cassandra.CassandraInterpreter)], [(elasticsearch/src/main/java/org/apache/zeppelin/elasticsearch/ElasticsearchInterpreter.java,org.apache.zeppelin.elasticsearch.ElasticsearchInterpreter)], [(elasticsearch/src/main/java/org/apache/zeppelin/elasticsearch/ElasticsearchInterpreter.java,org.apache.zeppelin.elasticsearch.ElasticsearchInterpreter)], [(file/src/main/java/org/apache/zeppelin/file/FileInterpreter.java,org.apache.zeppelin.file.FileInterpreter)], [(file/src/main/java/org/apache/zeppelin/file/HDFSFileInterpreter.java,org.apache.zeppelin.file.HDFSFileInterpreter)], [(file/src/main/java/org/apache/zeppelin/file/HDFSFileInterpreter.java,org.apache.zeppelin.file.HDFSFileInterpreter)], [(flink/src/main/java/org/apache/zeppelin/flink/FlinkInterpreter.java,org.apache.zeppelin.flink.FlinkInterpreter)], [(geode/src/main/java/org/apache/zeppelin/geode/GeodeOqlInterpreter.java,org.apache.zeppelin.geode.GeodeOqlInterpreter)], [(hbase/src/main/java/org/apache/zeppelin/hbase/HbaseInterpreter.java,org.apache.zeppelin.hbase.HbaseInterpreter)], [(ignite/src/main/java/org/apache/zeppelin/ignite/IgniteInterpreter.java,org.apache.zeppelin.ignite.IgniteInterpreter)], [(ignite/src/main/java/org/apache/zeppelin/ignite/IgniteSqlInterpreter.java,org.apache.zeppelin.ignite.IgniteSqlInterpreter)], [(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)], [(jdbc/src/main/java/org/apache/zeppelin/jdbc/JDBCInterpreter.java,org.apache.zeppelin.jdbc.JDBCInterpreter)], [(kylin/src/main/java/org/apache/zeppelin/kylin/KylinInterpreter.java,org.apache.zeppelin.kylin.KylinInterpreter)], [(lens/src/main/java/org/apache/zeppelin/lens/LensInterpreter.java,org.apache.zeppelin.lens.LensInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivyPySparkInterpreter.java,org.apache.zeppelin.livy.LivyPySparkInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkInterpreter.java,org.apache.zeppelin.livy.LivySparkInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkRInterpreter.java,org.apache.zeppelin.livy.LivySparkRInterpreter)], [(livy/src/main/java/org/apache/zeppelin/livy/LivySparkSQLInterpreter.java,org.apache.zeppelin.livy.LivySparkSQLInterpreter)], [(markdown/src/main/java/org/apache/zeppelin/markdown/Markdown.java,org.apache.zeppelin.markdown.Markdown)], [(phoenix/src/main/java/org/apache/zeppelin/phoenix/PhoenixInterpreter.java,org.apache.zeppelin.phoenix.PhoenixInterpreter)], [(postgresql/src/main/java/org/apache/zeppelin/postgresql/PostgreSqlInterpreter.java,org.apache.zeppelin.postgresql.PostgreSqlInterpreter)], [(postgresql/src/main/java/org/apache/zeppelin/postgresql/PostgreSqlInterpreter.java,org.apache.zeppelin.postgresql.PostgreSqlInterpreter)], [(python/src/main/java/org/apache/zeppelin/python/PythonInterpreter.java,org.apache.zeppelin.python.PythonInterpreter)], [(r/src/main/java/org/apache/zeppelin/rinterpreter/KnitR.java,org.apache.zeppelin.rinterpreter.KnitR)], [(r/src/main/java/org/apache/zeppelin/rinterpreter/RRepl.java,org.apache.zeppelin.rinterpreter.RRepl)], [(scalding/src/main/java/org/apache/zeppelin/scalding/ScaldingInterpreter.java,org.apache.zeppelin.scalding.ScaldingInterpreter)], [(scalding/src/main/java/org/apache/zeppelin/scalding/ScaldingInterpreter.java,org.apache.zeppelin.scalding.ScaldingInterpreter)], [(shell/src/main/java/org/apache/zeppelin/shell/ShellInterpreter.java,org.apache.zeppelin.shell.ShellInterpreter)], [(spark/src/main/java/org/apache/zeppelin/spark/DepInterpreter.java,org.apache.zeppelin.spark.DepInterpreter)], [(spark/src/main/java/org/apache/zeppelin/spark/PySparkInterpreter.java,org.apache.zeppelin.spark.PySparkInterpreter)], [(spark/src/main/java/org/apache/zeppelin/spark/SparkInterpreter.java,org.apache.zeppelin.spark.SparkInterpreter)], [(spark/src/main/java/org/apache/zeppelin/spark/SparkRInterpreter.java,org.apache.zeppelin.spark.SparkRInterpreter)], [(spark/src/main/java/org/apache/zeppelin/spark/SparkSqlInterpreter.java,org.apache.zeppelin.spark.SparkSqlInterpreter)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/ClassloaderInterpreter.java,org.apache.zeppelin.interpreter.ClassloaderInterpreter)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/LazyOpenInterpreter.java,org.apache.zeppelin.interpreter.LazyOpenInterpreter)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreter.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreter)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,org.apache.zeppelin.interpreter.remote.RemoteInterpreterServer)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterContext.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterContext)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterEvent.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterEvent)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterResult.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterResult)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.Iface)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.Client)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.Client)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.AsyncClient.completion_call)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.AsyncProcessor.completion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.AsyncProcessor.completion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.AsyncProcessor.completion)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultStandardScheme)], [(zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.completion_result.completion_resultTupleScheme)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterA.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterA)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterAngular.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterAngular)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterB.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterB)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterEnv.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterEnv)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterOutputStream.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterOutputStream)], [(zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/mock/MockInterpreterResourcePool.java,org.apache.zeppelin.interpreter.remote.mock.MockInterpreterResourcePool)], [(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-server/src/test/java/org/apache/zeppelin/interpreter/mock/MockInterpreter1.java,org.apache.zeppelin.interpreter.mock.MockInterpreter1)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Note.java,org.apache.zeppelin.notebook.Note)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,org.apache.zeppelin.notebook.Paragraph)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/interpreter/mock/MockInterpreter11.java,org.apache.zeppelin.interpreter.mock.MockInterpreter11)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/interpreter/mock/MockInterpreter2.java,org.apache.zeppelin.interpreter.mock.MockInterpreter2)]]
c806d4a4c7c2e49001928866a91ebb501e3608c8	1466127058000	12108	0.3710127164			-0.02986134001	No
ff197d06227001e671e7fa06deca7a8a64813fef	1466127265000	12226	0.3743073202	0.00448123366	2.273849885E-05	-0.001209368358	Yes, Refactoring Type: [CHANGE_RETURN_TYPE, RENAME_PARAMETER, CHANGE_RETURN_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_RETURN_TYPE, RENAME_METHOD, CHANGE_VARIABLE_TYPE, CHANGE_RETURN_TYPE, RENAME_PARAMETER, CHANGE_RETURN_TYPE, RENAME_PARAMETER, EXTRACT_VARIABLE, CHANGE_RETURN_TYPE, RENAME_PARAMETER, CHANGE_RETURN_TYPE, RENAME_PARAMETER, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE, CHANGE_VARIABLE_TYPE], Involved Classes After: [[(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/AzureNotebookRepo.java,org.apache.zeppelin.notebook.repo.AzureNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/AzureNotebookRepo.java,org.apache.zeppelin.notebook.repo.AzureNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/GitNotebookRepo.java,org.apache.zeppelin.notebook.repo.GitNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/GitNotebookRepo.java,org.apache.zeppelin.notebook.repo.GitNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/GitNotebookRepo.java,org.apache.zeppelin.notebook.repo.GitNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/GitNotebookRepo.java,org.apache.zeppelin.notebook.repo.GitNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/GitNotebookRepo.java,org.apache.zeppelin.notebook.repo.GitNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/NotebookRepo.java,org.apache.zeppelin.notebook.repo.NotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/NotebookRepo.java,org.apache.zeppelin.notebook.repo.NotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/NotebookRepoSync.java,org.apache.zeppelin.notebook.repo.NotebookRepoSync)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/NotebookRepoSync.java,org.apache.zeppelin.notebook.repo.NotebookRepoSync)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/NotebookRepoSync.java,org.apache.zeppelin.notebook.repo.NotebookRepoSync)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/S3NotebookRepo.java,org.apache.zeppelin.notebook.repo.S3NotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/S3NotebookRepo.java,org.apache.zeppelin.notebook.repo.S3NotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/VFSNotebookRepo.java,org.apache.zeppelin.notebook.repo.VFSNotebookRepo)], [(zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/VFSNotebookRepo.java,org.apache.zeppelin.notebook.repo.VFSNotebookRepo)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/notebook/repo/GitNotebookRepoTest.java,org.apache.zeppelin.notebook.repo.GitNotebookRepoTest)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/notebook/repo/GitNotebookRepoTest.java,org.apache.zeppelin.notebook.repo.GitNotebookRepoTest)], [(zeppelin-zengine/src/test/java/org/apache/zeppelin/notebook/repo/GitNotebookRepoTest.java,org.apache.zeppelin.notebook.repo.GitNotebookRepoTest)]]
1c3373937aad403a6146451001d262c7778edbf0	1466150424000	12156	0.372187012		-0.000115360596		No
24922e1036c5e410b676fd9b513d008cb046424e	1466155137000	12193	0.3730115027	-0.001082799712		0.001907290372	Yes, Refactoring Type: [ADD_PARAMETER, ADD_PARAMETER, EXTRACT_AND_MOVE_OPERATION], Involved Classes After: [[(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-server/src/main/java/org/apache/zeppelin/socket/NotebookServer.java,org.apache.zeppelin.socket.NotebookServer)], [(zeppelin-server/src/main/java/org/apache/zeppelin/rest/SecurityRestApi.java,org.apache.zeppelin.rest.SecurityRestApi), (zeppelin-server/src/main/java/org/apache/zeppelin/utils/SecurityUtils.java,org.apache.zeppelin.utils.SecurityUtils)]]
a4a86862ed207a5d3476d26ca464d30773669482	1466187257000	12193	0.3730115027			0	No
c934b3a47c8147e58f90c0dc2bb7b24b6abc5974	1466270269000	12173	0.3720581943	-0.0001140777732		-0.0008392306528	No
